sessionId;userId;timeframe;eventdate;ordernumber;itemId
235398;93195;601148;2016-02-22;2640;30882
235439;NA;7914750;2016-04-06;9389;7095
235468;93222;520027584;2016-04-12;11082;393922
235473;46834;113466;2016-05-14;18186;30260
235499;NA;31287965;2016-05-26;20855;83929
235504;NA;8968818;2016-04-11;10673;378863
235562;NA;2802946;2016-04-25;13722;85572
235574;NA;4204009;2016-04-24;13447;444238
235577;NA;1815855;2016-04-03;8600;60569
235619;NA;11924896;2016-04-14;5;72786
235619;NA;11924896;2016-04-14;5;74571
235619;NA;11924896;2016-04-14;5;341741
235619;NA;11924896;2016-04-14;5;4945
235630;NA;1431753;2016-05-22;19828;21137
235681;NA;518320;2016-05-07;16602;168940
235792;93338;61140315;2016-03-15;5113;4619
235994;NA;1047008;2016-05-27;21159;421
236151;NA;4966366129;2016-06-10;22721;171660
236242;NA;74024144;2016-05-17;19000;92104
236306;NA;362318;2016-04-21;13322;377075
236349;142067;6693298;2016-03-18;5689;33192
236350;93555;759093;2016-05-09;16917;4335
236544;NA;1887861;2016-04-24;13473;7461
236545;NA;642977;2016-04-24;13464;72786
236551;NA;2479963;2016-03-20;5819;51349
236581;NA;726532;2016-04-30;15075;12720
236677;86434;331665;2016-05-13;18088;20040
236737;NA;3693950;2016-05-06;16285;10284
236776;93728;2803305;2016-03-15;5208;33202
236819;NA;330468;2016-04-07;9549;51519
236842;NA;1268313;2016-04-24;13530;138614
236842;NA;1268313;2016-04-24;13530;17869
236926;NA;4977693;2016-03-23;6543;66725
236935;NA;1953453;2016-04-28;14808;54695
236935;NA;3643393;2016-04-28;14815;252847
236952;93798;548878;2016-02-10;1345;21169
236952;93798;75578263;2016-02-11;1345;21169
236954;NA;2228912;2016-05-27;21132;56241
236954;NA;2228912;2016-05-27;21132;29680
236954;NA;2228912;2016-05-27;21132;398404
236968;93803;1958844;2016-05-03;15589;16382
237009;93819;666174;2016-02-15;1875;63974
237009;93819;666174;2016-02-15;1875;30079
237009;93819;666174;2016-02-15;1875;6915
237011;NA;2229972;2016-05-12;17838;2047
237030;93830;1857276;2016-02-17;2101;30930
237042;NA;1294324526;2016-06-14;22753;248896
237247;NA;497375;2016-05-15;18364;91468
237247;NA;497375;2016-05-15;18364;163928
237247;NA;497375;2016-05-15;18364;251521
237264;NA;55374011;2016-05-29;21542;14007
237318;NA;6184693;2016-03-24;6789;6688
237320;93941;781938;2016-02-07;801;6440
237387;NA;1876557;2016-05-24;20308;85515
237390;NA;698631;2016-05-25;20721;35190
237425;93978;1128041;2016-03-12;4639;88729
237497;76171;2006918;2016-05-15;18496;31085
237497;76171;2006918;2016-05-15;18496;4555
237497;76171;2006918;2016-05-15;18496;173611
237510;94011;2351982;2016-03-01;3438;58848
237510;94011;2351982;2016-03-01;3438;163495
237535;94019;1124159;2016-03-12;4625;78103
237593;NA;621119053;2016-05-27;21240;10565
237593;NA;2258594;2016-05-20;19473;10565
237695;NA;1428780;2016-03-31;8080;70098
237761;NA;1066016;2016-05-19;19405;71672
237764;NA;283671;2016-04-30;15145;302429
237827;28328;1197909;2016-05-31;22316;1150
237855;NA;1410848;2016-05-18;19234;20620
237995;94185;3825922;2016-02-11;1457;35015
238043;94209;261461;2016-02-20;2405;260206
238108;NA;1721905;2016-05-24;20337;102968
238170;NA;668465;2016-04-29;14885;2391
238364;94336;534469;2016-03-15;5287;7258
238400;NA;2179851;2016-05-08;16688;383163
238415;NA;5691371;2016-04-16;12015;24535
238441;94370;2523341;2016-03-05;3900;63694
238441;94370;2523341;2016-03-05;3900;201125
238441;94370;2806917;2016-03-05;3902;459035
238500;NA;2946240;2016-05-11;17508;6649
238541;94412;13137850;2016-02-22;2615;46010
238541;94412;4067810;2016-02-22;2592;29153
238599;94437;4105111;2016-03-15;5229;32992
238663;NA;1168742;2016-05-29;21727;118620
238706;NA;786099;2016-04-07;9645;6462
238730;94490;1199374;2016-02-09;1148;90
238731;NA;449684;2016-04-18;12425;132268
238731;NA;449684;2016-04-18;12425;147333
238771;NA;978641;2016-03-21;6206;60992
238773;NA;426820;2016-05-27;21302;32088
238773;NA;426820;2016-05-27;21302;391423
238789;94508;1906870;2016-02-06;577;70001
238789;94508;1906870;2016-02-06;577;32029
238789;94508;1906870;2016-02-06;577;36141
238789;94508;1906870;2016-02-06;577;25270
238806;NA;3092934;2016-05-17;18989;145576
238806;NA;3092934;2016-05-17;18989;196565
238828;NA;655201;2016-03-21;6207;43298
238861;19478;2148832;2016-04-19;12994;7468
238861;19478;2148832;2016-04-19;12994;12222
238861;19478;2148832;2016-04-19;12994;30181
238861;19478;2148832;2016-04-19;12994;32873
238861;19478;2148832;2016-04-19;12994;28607
238861;19478;2148832;2016-04-19;12994;5337
238861;19478;2148832;2016-04-19;12994;12962
238861;19478;2148832;2016-04-19;12994;14643
238934;NA;4227860;2016-05-26;20994;42023
238957;87684;561711;2016-04-28;14759;1390
238977;171812;80947455;2016-03-15;5227;68496
238977;171812;443614;2016-03-14;5030;47308
239027;NA;473418;2016-05-04;15877;247479
239027;NA;50423118;2016-05-05;15877;247479
239220;NA;11101539;2016-04-20;13251;38408
239293;94695;4343331;2016-02-17;2144;5396
239318;NA;1050437;2016-04-10;10232;35712
239346;94718;991595;2016-02-04;384;128900
239384;NA;2677430;2016-03-26;7252;13906
239403;NA;2345569;2016-05-12;17616;29693
239410;94736;1312745;2016-02-10;1254;34315
239420;94741;2466108;2016-03-15;5218;80428
239439;NA;252338;2016-04-28;14774;20577
239514;94784;2634976;2016-02-04;411;70368
239626;NA;1063923;2016-05-05;16032;31013
239640;NA;1104992;2016-05-08;16731;85532
239644;NA;11083811;2016-03-21;6232;6778
239674;NA;1482772;2016-05-24;20360;385568
239861;NA;2984492;2016-04-05;9177;8141
239861;NA;2984492;2016-04-05;9177;8635
239861;NA;2984492;2016-04-05;9177;168935
239861;NA;2984492;2016-04-05;9177;18325
239861;NA;2984492;2016-04-05;9177;135857
239861;NA;2984492;2016-04-05;9177;379577
239865;94935;601487;2016-03-01;3487;4169
240144;NA;3568211;2016-04-04;8851;39196
240144;NA;3568211;2016-04-04;8851;75255
240179;NA;1027513;2016-04-25;13751;32167
240181;4067;11900167;2016-03-12;4464;47491
240324;NA;1104417;2016-05-12;17585;21744
240374;NA;292753047;2016-03-27;7441;4562
240374;NA;292753047;2016-03-27;7441;12077
240374;NA;292753047;2016-03-27;7441;77656
240374;NA;292753047;2016-03-27;7441;211567
240374;NA;292753047;2016-03-27;7441;202988
240374;NA;292753047;2016-03-27;7441;135947
240406;95158;4840438;2016-03-06;3969;396143
240406;95158;4840438;2016-03-06;3969;6654
240458;95186;1298648;2016-02-04;331;4158
240493;NA;4765095;2016-05-31;22122;163993
240539;95219;2358812;2016-02-28;3215;62726
240553;NA;1834087;2016-05-05;16097;36925
240567;95231;376053;2016-02-22;2616;70891
240577;NA;2077689;2016-05-02;15350;1374
240596;NA;2827616;2016-04-26;14252;95612
240637;NA;235657;2016-06-01;22448;58539
240652;95266;1693952;2016-02-20;2426;10895
240678;NA;4422807;2016-05-17;19099;56185
240678;NA;4422807;2016-05-17;19099;18583
240704;95290;1123342;2016-02-14;1836;2809
240770;NA;11513024;2016-05-31;22237;30117
240836;NA;1963137;2016-04-10;10223;83507
240853;NA;937243;2016-05-13;17970;2399
240886;55754;221371203;2016-05-23;20068;553929
240890;NA;1168228;2016-05-14;18330;166351
241005;95427;138751003;2016-02-24;2761;19408
241069;NA;4903946;2016-05-09;16949;11664
241069;NA;4903946;2016-05-09;16949;68915
241126;95472;5655015;2016-03-15;5089;30615
241126;95472;17349858;2016-03-15;5138;36686
241127;95473;173647584;2016-02-09;1160;6665
241169;NA;1736705;2016-04-13;11144;61718
241195;NA;1165476;2016-05-13;17856;90419
241206;NA;3991726;2016-05-16;18744;45575
241253;95525;6242177;2016-03-02;3633;80974
241253;95525;6242177;2016-03-02;3633;3984
241263;NA;2056190;2016-04-28;14681;122
241427;NA;643425;2016-05-27;21259;268453
241469;NA;1207136;2016-05-16;18838;376301
241495;NA;38450050;2016-05-17;18877;391858
241508;NA;2798801;2016-03-20;5924;4893
241618;95664;585454;2016-02-15;1857;28723
241638;NA;748959;2016-04-19;12880;14922
241663;95686;18544875;2016-02-07;798;32933
241663;95686;18544875;2016-02-07;798;33506
241689;NA;1688099;2016-03-18;5732;29542
241717;95706;1235437;2016-06-01;22508;378524
241738;73322;691429;2016-05-13;18017;25270
241745;95721;2522808;2016-02-13;1658;33818
241829;NA;1815308;2016-04-27;14318;197825
241831;95757;2631873;2016-03-05;3909;5275
241865;NA;342047;2016-05-04;15747;33890
241981;NA;2712989;2016-03-30;7976;24566
242051;95836;75180746;2016-02-04;385;69229
242110;NA;2193048;2016-05-11;17327;133119
242144;NA;310223;2016-04-10;10235;10154
242144;NA;310223;2016-04-10;10235;86478
242144;NA;310223;2016-04-10;10235;12403
242156;95878;196813;2016-05-31;22123;129161
242175;95886;769254;2016-05-12;17609;36522
242214;NA;3260997;2016-04-01;8386;241096
242214;NA;3260997;2016-04-01;8386;14354
242221;NA;1822121;2016-04-24;13445;381801
242250;95917;1596118;2016-03-14;5037;35734
242269;95923;2604977;2016-02-19;2362;141554
242271;NA;2709998;2016-05-30;21884;374938
242337;95950;1797744;2016-02-24;2824;6713
242495;NA;7101286;2016-04-06;9395;11402
242546;NA;838536;2016-05-22;19820;7093
242580;NA;579762;2016-05-30;21896;30504
242629;NA;1734469;2016-05-03;15535;7804
242643;NA;5117792;2016-05-17;19063;59248
242702;96085;934305;2016-03-10;4330;6996
242719;NA;3123935;2016-04-14;11590;31005
242729;NA;167816;2016-05-28;21430;72562
242744;168620;15666124;2016-02-08;863;13052
242926;96172;5767030;2016-03-15;5239;58276
242937;96180;8361893;2016-04-30;15188;377528
243062;NA;1515466;2016-04-24;13620;14411
243071;NA;761086;2016-05-29;21547;168060
243095;NA;855840;2016-06-01;22584;3433
243095;NA;344814;2016-06-01;22578;211882
243114;96238;6330383;2016-03-12;4566;6996
243114;96238;371449;2016-03-12;4545;6996
243149;NA;866851;2016-04-10;10402;228608
243163;96260;2138234;2016-02-21;2469;60638
243164;96261;788344;2016-02-14;1786;80770
243185;NA;1169973;2016-03-27;7334;35980
243185;NA;1169973;2016-03-27;7334;36608
243213;96280;16563452;2016-02-28;3199;7268
243364;NA;4000593;2016-04-19;12820;14280
243423;NA;80526654;2016-03-26;7168;146783
243493;32814;571484;2016-05-02;15413;122215
243498;NA;1240524;2016-05-05;15978;48476
243544;NA;286439;2016-03-22;6417;130103
243552;NA;233747;2016-03-30;8005;90508
243567;96435;2106709;2016-03-05;3930;32202
243612;NA;13063472;2016-04-08;9899;37001
243626;NA;1692380;2016-05-20;19452;5156
243709;NA;1197656;2016-04-19;12928;380079
243714;96496;1868274;2016-03-13;4671;2550
243714;96496;1291424;2016-03-13;4669;79082
243725;NA;100493256;2016-03-18;5723;10374
243725;NA;11073773;2016-03-17;5562;14516
243793;NA;3978817;2016-04-27;14353;5572
243793;NA;3978817;2016-04-27;14353;13598
243795;NA;823792;2016-03-28;7560;60524
243816;NA;1624301;2016-05-15;18556;13829
243816;NA;1624301;2016-05-15;18556;398444
243819;NA;1834284;2016-05-17;19077;5860
243872;NA;6912884;2016-05-03;15570;69822
243881;NA;4936280;2016-03-31;8149;67729
243965;96594;230744316;2016-03-02;3564;68385
243975;96598;3908188;2016-05-02;15418;41270
243975;96598;3908188;2016-05-02;15418;36511
244008;96611;309636;2016-02-26;2979;128107
244008;96611;309636;2016-02-26;2979;167724
244025;NA;465980;2016-04-01;8366;131617
244115;160006;3905908;2016-04-19;12847;37012
244142;NA;206201;2016-04-09;10194;64094
244183;NA;633184;2016-03-21;6086;72959
244206;NA;13193595;2016-05-12;17720;34573
244212;128346;718611;2016-02-16;2011;85064
244228;NA;3379096;2016-05-25;20764;39102
244270;NA;6465148;2016-04-18;12595;14173
244292;NA;9725112;2016-03-31;8156;163484
244292;NA;9725112;2016-03-31;8156;126643
244312;96740;548909;2016-02-25;2883;85515
244373;NA;34404791;2016-06-01;22343;133819
244418;NA;1347977;2016-05-03;15657;170525
244445;96782;427324;2016-02-22;2596;9266
244446;96783;839739;2016-03-10;4321;6473
244498;NA;1938676;2016-04-09;10052;378863
244540;96824;1229412;2016-03-14;5059;35888
244564;NA;150484514;2016-05-10;17090;379860
244564;NA;48733086;2016-05-09;16832;379860
244637;NA;9201301;2016-04-28;14812;5380
244729;NA;2449805;2016-05-11;17282;378853
244785;NA;10704519;2016-05-12;17796;107063
244785;NA;8118144;2016-05-12;17787;30660
244807;96927;6707633;2016-03-15;5188;76254
244807;96927;6707633;2016-03-15;5188;131270
244807;96927;6707633;2016-03-15;5188;8139
244807;96927;6707633;2016-03-15;5188;3533
244807;96927;6707633;2016-03-15;5188;35967
244807;96927;6707633;2016-03-15;5188;6274
244925;96977;872278;2016-02-08;895;3261
244925;96977;872278;2016-02-08;895;7788
244949;NA;2218002;2016-03-23;6556;79691
244950;NA;190173;2016-03-24;6858;6828
244956;96994;2997230;2016-02-20;2409;7877
245025;NA;84320117;2016-03-27;7310;19108
245035;154299;959347;2016-04-30;15074;160592
245074;97035;561018;2016-02-17;2109;127752
245175;NA;7103025;2016-05-12;17658;70368
245251;111844;810410;2016-04-18;12424;20771
245256;NA;533343;2016-04-24;13495;70960
245286;NA;375146;2016-05-17;19019;279553
245300;NA;628216;2016-05-01;15242;33380
245301;97122;470488;2016-03-09;4178;48961
245393;NA;18936510;2016-04-12;10875;16007
245428;NA;1557650;2016-05-08;16647;375750
245540;NA;6796570;2016-04-05;9132;58565
245551;NA;809822;2016-05-30;21834;47780
245624;NA;1845356;2016-05-14;18241;14879
245721;NA;1851459;2016-04-14;11460;47283
245818;NA;1531252;2016-05-26;21020;58904
245882;NA;2174617;2016-04-04;8969;8985
245882;NA;2174617;2016-04-04;8969;171391
245923;NA;1242589;2016-04-13;11345;30161
245975;NA;1650569;2016-05-24;20478;8104
245985;NA;40868143;2016-04-17;12166;31843
245988;67930;162555916;2016-04-11;10583;7826
245988;67930;162442694;2016-04-11;10580;271592
246078;NA;4860225;2016-03-21;6229;90142
246157;NA;280445221;2016-05-27;21349;90
246157;NA;280445221;2016-05-27;21349;21738
246172;97461;298840;2016-03-12;4597;383276
246208;NA;10342272;2016-04-29;15010;34952
246225;NA;1715358;2016-05-10;17131;76995
246225;NA;1715358;2016-05-10;17131;34804
246225;NA;1715358;2016-05-10;17131;31567
246225;NA;1715358;2016-05-10;17131;253898
246225;NA;1715358;2016-05-10;17131;47795
246282;18411;5195793;2016-05-18;19134;375741
246282;18411;5195793;2016-05-18;19134;375099
246462;97571;3831370;2016-03-15;5256;6855
246467;NA;3416817;2016-05-18;19312;30696
246473;97577;17426728;2016-02-29;3329;6860
246491;NA;208908;2016-05-12;17775;62726
246536;NA;7705407;2016-05-25;20733;57574
246536;NA;7705407;2016-05-25;20733;164178
246648;NA;1531913;2016-03-27;7403;66493
246648;NA;1531913;2016-03-27;7403;2329
246648;NA;1531913;2016-03-27;7403;34380
246648;NA;1531913;2016-03-27;7403;5430
246747;NA;1199635;2016-05-29;21612;375334
246790;227223;4852324;2016-03-20;5855;14261
246832;NA;4632856;2016-04-04;9021;60263
246847;NA;2425642;2016-05-03;15575;1193
246858;NA;1239215;2016-04-26;14249;32396
247037;97817;938652;2016-03-15;5137;58131
247127;60948;2179191;2016-02-03;287;1203
247127;60948;2179191;2016-02-03;287;11411
247185;NA;306696;2016-05-20;19542;66770
247252;NA;49705581;2016-04-17;12115;85732
247252;NA;3839356;2016-04-16;12115;85732
247252;NA;49705581;2016-04-17;12115;33572
247252;NA;3839356;2016-04-16;12115;33572
247252;NA;49705581;2016-04-17;12115;33049
247252;NA;3839356;2016-04-16;12115;33049
247252;NA;49705581;2016-04-17;12115;131219
247252;NA;3839356;2016-04-16;12115;131219
247261;97906;11768681;2016-04-24;13563;67247
247293;97919;117146;2016-03-01;3401;128746
247295;NA;1747135;2016-05-16;18590;90600
247306;NA;351311;2016-03-29;7737;8848
247306;NA;351311;2016-03-29;7737;37654
247575;NA;3305038;2016-04-09;10074;377298
247645;NA;261360903;2016-03-18;5743;130295
247663;NA;2585165;2016-05-28;21418;181526
247669;NA;291276;2016-03-21;6161;48546
247881;NA;4876312;2016-04-18;12529;439
247921;47857;4606062;2016-03-17;5593;80043
247921;47857;4606062;2016-03-17;5593;47145
247926;98180;5460007;2016-02-17;2177;148888
247942;98192;493107;2016-03-18;5758;83190
247971;NA;8914639;2016-05-24;20353;131143
247990;98211;965508;2016-03-02;3517;136001
248065;NA;940597;2016-03-18;5765;101046
248074;NA;300966;2016-05-26;20929;24247
248241;NA;21985342;2016-05-29;21758;30696
248251;NA;714262;2016-04-16;12000;83466
248299;98325;1829428;2016-05-23;20036;77232
248408;18123;12067967;2016-04-04;8908;11377
248411;98366;5656823;2016-05-04;15830;124376
248411;98366;5656823;2016-05-04;15830;169270
248416;NA;309080;2016-04-17;12366;9832
248473;NA;822686;2016-03-23;6641;47926
248528;NA;3285888;2016-04-08;9815;12086
248535;94289;348281400;2016-05-16;18208;326106
248535;94289;146336341;2016-05-14;18208;326106
248535;94289;348281400;2016-05-16;18208;90725
248535;94289;146336341;2016-05-14;18208;90725
248595;98437;463318;2016-03-01;3463;6233
248659;98457;1133963;2016-02-27;3090;13749
248673;NA;21276783;2016-04-05;9202;8936
248677;98465;337837;2016-05-06;16237;380235
248706;NA;3113770;2016-05-30;21946;385564
248744;98494;2573726;2016-02-22;2572;32867
248744;98494;2573726;2016-02-22;2572;58126
248747;98496;871605;2016-02-07;765;74239
248747;98496;871605;2016-02-07;765;147484
248755;NA;42940251;2016-04-26;14027;37966
248766;NA;510876;2016-05-27;21282;133513
248887;98551;26466866;2016-02-23;2720;198165
248887;98551;26466866;2016-02-23;2720;136070
248893;98552;4645375;2016-06-01;22454;31231
248893;98552;4645375;2016-06-01;22454;378410
248940;NA;708641;2016-04-13;11254;52500
248941;80568;1629372;2016-04-28;14797;12723
249090;98626;898096;2016-02-09;1147;14179
249111;NA;1968133;2016-04-06;9391;90398
249119;NA;1095275;2016-05-14;18275;3817
249137;NA;789671;2016-03-29;7688;22882
249161;NA;279097;2016-05-22;19882;58406
249182;98669;8348419;2016-03-14;4944;129920
249183;NA;1726220;2016-05-08;16734;46234
249183;NA;1726220;2016-05-08;16734;149957
249199;98677;2625553;2016-03-03;3654;141048
249280;26580;2840099;2016-04-13;11307;60913
249306;NA;3773027;2016-05-11;17533;30674
249387;98757;4985485;2016-02-22;2574;595
249439;NA;152280;2016-03-20;5875;82984
249452;NA;6122323;2016-04-07;9782;3147
249452;NA;6122323;2016-04-07;9782;59755
249452;NA;6122323;2016-04-07;9782;128955
249482;98790;1524264;2016-03-09;4187;2343
249506;241619;833500;2016-02-12;1613;8582
249517;NA;673929;2016-04-17;12250;999
249517;NA;673929;2016-04-17;12250;135286
249549;NA;287506;2016-05-23;20223;379845
249602;NA;662395;2016-05-10;17204;126390
249632;NA;3980039664;2016-06-10;22727;33519
249652;NA;939707041;2016-04-05;9095;44737
249670;NA;5904016;2016-05-13;17952;399296
249676;NA;441028;2016-05-03;15502;61475
249744;NA;1252200;2016-05-28;21383;45818
249756;NA;3940896;2016-03-29;7638;173452
249785;NA;4728356;2016-04-14;11420;24990
249790;42731;628404;2016-05-24;20574;390293
249841;98919;5963997932;2016-05-08;16789;6526
249864;NA;4937538;2016-04-24;13562;35626
250020;98987;1915453;2016-03-13;4836;207962
250073;NA;894164;2016-05-23;20286;35795
250102;99015;1507713;2016-02-16;2063;83972
250126;NA;708966;2016-04-19;12810;186244
250135;NA;1580255;2016-04-13;11152;174478
250154;NA;14094501;2016-05-07;16544;6282
250154;NA;14094501;2016-05-07;16544;43616
250194;99045;557488;2016-02-21;2489;38752
250194;99045;557488;2016-02-21;2489;184828
250227;99066;324606;2016-03-14;4939;83972
250236;NA;2956234;2016-05-04;15804;40986
250236;NA;2956234;2016-05-04;15804;465
250251;NA;209900;2016-04-10;10377;7323
250283;NA;1892827;2016-05-15;18492;160791
250283;NA;1892827;2016-05-15;18492;168150
250283;NA;1892827;2016-05-15;18492;14749
250343;NA;1803570652;2016-05-17;19002;70138
250367;NA;7873755;2016-04-13;22810;5077
250374;99132;4259631;2016-02-08;934;62963
250465;NA;547699;2016-04-05;9058;108168
250512;NA;13927324;2016-04-25;13734;162877
250536;NA;392023;2016-05-11;17450;1885
250536;NA;392023;2016-05-11;17450;10180
250650;100486;3326983591;2016-05-14;18140;3583
250750;23034;1126860;2016-04-18;12592;13766
250809;99304;3248916;2016-02-10;1268;70368
250854;NA;5329462;2016-04-03;8669;62880
250856;99321;8136662;2016-04-02;8578;51219
250856;99321;602872645;2016-04-09;8578;51219
251101;69997;799650;2016-05-24;20415;62033
251142;10785;501724000;2016-05-10;17038;37932
251180;NA;15395311;2016-04-12;11004;58615
251203;NA;1486518;2016-05-31;22172;2399
251210;18464;6500108;2016-05-10;17241;10598
251210;18464;6500108;2016-05-10;17241;5452
251210;18464;6500108;2016-05-10;17241;375775
251217;NA;510170;2016-04-25;13675;13987
251232;NA;2666221;2016-04-21;13320;145048
251232;NA;2666221;2016-04-21;13320;5857
251253;99473;254903;2016-02-10;1285;10399
251303;NA;1810497;2016-03-31;8174;72463
251340;NA;1398209;2016-04-12;10806;136590
251358;NA;52302199;2016-04-10;10255;72
251385;NA;910411;2016-04-20;13013;68493
251532;99584;3638096;2016-02-18;2268;63290
251535;NA;406847;2016-05-17;19016;34222
251611;NA;9947768;2016-04-10;10253;12841
251617;NA;34609206;2016-04-07;9777;46708
251618;NA;2001860;2016-04-06;9447;14834
251682;NA;520853142;2016-04-10;10257;37012
251722;NA;83756497;2016-03-30;7891;10300
251741;NA;3291635;2016-04-28;14712;55316
251776;99686;1741294;2016-02-03;278;3998
251889;NA;2959916;2016-04-06;9483;20297
251912;NA;4476537;2016-04-02;8468;378716
251939;NA;703689;2016-03-23;6720;163386
251944;99755;414668;2016-02-25;2871;25464
251958;NA;8251149;2016-04-25;13739;31013
251958;NA;8251149;2016-04-25;13739;31469
252012;99775;308805;2016-02-17;2095;53123
252152;NA;62075353;2016-03-25;6974;6738
252156;NA;87161261;2016-05-31;22071;81827
252308;NA;349980;2016-04-08;9881;394044
252340;99899;632632;2016-02-06;661;58276
252490;NA;17410798;2016-05-29;21734;377069
252494;NA;1223281;2016-05-23;20060;2009
252537;NA;343339;2016-04-10;10303;90284
252584;99999;68928239;2016-04-05;9108;78270
252615;NA;624623;2016-05-27;21325;27046
252628;NA;2211576;2016-04-07;9568;93417
252659;NA;798628983;2016-05-21;19687;32014
252749;NA;4393494;2016-05-17;18928;85485
252749;NA;4393494;2016-05-17;18928;43949
252768;100079;469208;2016-02-18;2271;43409
252768;100079;469208;2016-02-18;2271;177188
252771;NA;503127;2016-04-10;10220;129642
252777;NA;818122;2016-04-28;14820;1356
252795;NA;1217897;2016-04-21;13353;247093
252881;100137;188777813;2016-03-08;4138;1862
252881;100137;188777813;2016-03-08;4138;127526
252964;NA;17231145;2016-04-13;11234;14758
253055;100203;2208600;2016-03-10;4284;80322
253055;100203;2208600;2016-03-10;4284;63081
253109;100229;2986227;2016-02-08;967;11205
253155;100246;808757;2016-03-15;5169;92744
253218;NA;2208799;2016-03-22;6477;55373
253225;NA;14558177;2016-04-19;12884;15810
253225;NA;14558177;2016-04-19;12884;65237
253251;100280;3256278;2016-02-04;354;57989
253309;80424;1943757;2016-03-25;7062;167933
253309;80424;1943757;2016-03-25;7062;68715
253309;80424;1943757;2016-03-25;7062;6552
253407;NA;6922333;2016-04-16;12077;14905
253510;100373;84828395;2016-02-19;2334;5352
253573;113480;3534692;2016-02-21;2535;123468
253613;213621;3683798;2016-03-13;4659;8329
253613;213621;3683798;2016-03-13;4659;131219
253618;86949;3708814;2016-04-19;12935;5400
253618;86949;3708814;2016-04-19;12935;125966
253690;NA;281849;2016-04-27;14295;88382
253717;100464;25984250;2016-02-02;208;25265
253752;100480;498543;2016-02-14;1796;127344
253817;100508;147545652;2016-02-04;342;126313
253835;100514;1548867;2016-02-08;910;7922
254075;NA;15665367;2016-05-10;17055;4502
254076;NA;4050725;2016-05-29;21668;268738
254076;NA;4050725;2016-05-29;21668;375180
254192;100656;470458;2016-02-08;907;5384
254192;100656;470458;2016-02-08;907;126391
254233;NA;1483999;2016-05-30;22011;31030
254233;NA;5133224;2016-05-30;22034;19940
254252;NA;280788;2016-05-31;22225;11542
254276;NA;1790600;2016-03-21;6067;58131
254284;NA;2405092;2016-05-10;17167;86798
254317;83133;11003878;2016-03-30;7952;2022
254317;83133;11003878;2016-03-30;7952;41329
254317;83133;11003878;2016-03-30;7952;174804
254317;83133;11003878;2016-03-30;7952;58164
254317;83133;11003878;2016-03-30;7952;19949
254400;NA;1343264399;2016-04-24;13428;80547
254400;NA;1343264399;2016-04-24;13428;63667
254449;100751;2125589;2016-05-03;15511;375334
254454;NA;548685;2016-05-20;19516;4192
254510;99783;156050984;2016-04-17;12268;348705
254512;153143;778173855;2016-05-19;19406;61600
254542;NA;609968;2016-04-24;13535;375867
254654;NA;734737;2016-04-20;13180;3546
254835;NA;462383;2016-04-04;8825;13181
254848;100911;1433534;2016-02-14;1731;47926
254848;100911;1433534;2016-02-14;1731;80334
254848;100911;1433534;2016-02-14;1731;543
254848;100911;1433534;2016-02-14;1731;9628
254848;100911;1433534;2016-02-14;1731;54952
254848;100911;1433534;2016-02-14;1731;5285
254879;NA;331671;2016-04-18;12427;86998
254886;NA;6110590;2016-04-09;10133;40988
254909;NA;1479462;2016-05-12;17806;201958
255021;NA;463922;2016-05-11;17311;4956
255030;NA;122842;2016-05-16;18626;160899
255039;100990;2171933;2016-02-07;814;128680
255061;25480;2877480;2016-04-10;10393;412697
255089;NA;679469;2016-04-16;12033;7157
255197;NA;327966;2016-05-22;19821;90594
255199;NA;9438898;2016-05-21;19683;30590
255199;NA;9438898;2016-05-21;19683;150679
255222;NA;983347;2016-03-22;6503;50329
255258;NA;1350669;2016-05-04;15828;79744
255323;NA;84506860;2016-05-28;21456;174478
255337;101114;1796161;2016-03-16;5308;26296
255430;NA;6201277;2016-04-19;12780;258970
255509;NA;312466;2016-05-04;15750;11374
255557;NA;1803741;2016-04-02;8428;56320
255589;NA;1462979;2016-04-28;14751;14072
255631;NA;474731;2016-05-29;21604;59638
255631;NA;5786636;2016-05-29;21629;374842
255657;NA;186286685;2016-04-20;13249;31382
255659;NA;363817;2016-04-09;10086;131530
255744;NA;2030032;2016-04-10;10273;10382
255781;47834;1124817;2016-05-26;20921;248064
255781;47834;1124817;2016-05-26;20921;436854
255781;47834;1124817;2016-05-26;20921;63787
255781;47834;1124817;2016-05-26;20921;68931
255838;NA;565206;2016-04-18;12498;12
255881;NA;68091247;2016-05-16;18781;81439
255881;NA;68091247;2016-05-16;18781;8758
255981;NA;385611;2016-05-04;15930;29767
255982;101370;335628;2016-03-05;3881;15270
256072;NA;5331146;2016-05-20;19606;12704
256190;NA;189286;2016-04-04;8965;134074
256246;NA;16278129;2016-05-28;21448;8963
256313;NA;4208115;2016-04-08;9971;36560
256326;18452;4581981;2016-02-09;1156;13397
256391;101537;160825;2016-03-17;5499;6959
256391;101537;160825;2016-03-17;5499;30151
256469;NA;1061726;2016-05-21;19768;130534
256469;NA;1061726;2016-05-21;19768;89716
256475;NA;808384;2016-05-06;16326;1285
256475;NA;808384;2016-05-06;16326;32868
256554;NA;385024;2016-05-08;16609;48053
256564;NA;643717;2016-05-31;22093;25472
256573;NA;5414409;2016-03-27;7504;196437
256649;NA;270647;2016-03-20;6007;35370
256738;NA;2485432;2016-03-26;7161;35655
256752;101679;6218662;2016-03-06;3994;57991
256848;101717;827780;2016-02-03;239;9642
